date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:23:49	10323/10323	U-----	200	untouched ('')	image/jpeg	date:Sat,%2014%20Nov%202020%2022:33:43%20GMT	https://npcvet.files.wordpress.com/2020/11/logog88.jpg?w=350	C:/My%20Web%20Sites/vet/npcvet.files.wordpress.com/2020/11/logog882993.jpg	(from https://npcvet.wordpress.com/)
22:23:57	46895/46895	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2016%20Nov%202020%2022:23:10%20GMT	https://npcvet.wordpress.com/about/	C:/My%20Web%20Sites/vet/npcvet.wordpress.com/about/index.html	(from https://npcvet.wordpress.com/)
22:24:15	46871/46871	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2016%20Nov%202020%2022:23:26%20GMT	https://npcvet.wordpress.com/our-services/	C:/My%20Web%20Sites/vet/npcvet.wordpress.com/our-services/index.html	(from https://npcvet.wordpress.com/)
22:24:15	56758/56758	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2016%20Nov%202020%2022:23:27%20GMT	https://npcvet.wordpress.com/contact-us/	C:/My%20Web%20Sites/vet/npcvet.wordpress.com/contact-us/index.html	(from https://npcvet.wordpress.com/)
22:24:35	25213/25213	U-----	200	untouched ('')	image/jpeg	date:Sat,%2014%20Nov%202020%2021:13:57%20GMT	https://npcvet.files.wordpress.com/2020/11/gettyimages-148198316-612x612-1.jpg?w=612	C:/My%20Web%20Sites/vet/npcvet.files.wordpress.com/2020/11/gettyimages-148198316-612x612-1e7c0.jpg	(from https://npcvet.wordpress.com/)
22:24:36	38410/38410	U-----	200	untouched ('')	image/jpeg	date:Sat,%2014%20Nov%202020%2016:54:04%20GMT	https://npcvet.files.wordpress.com/2020/11/gettyimages-91933192-612x612-1.jpg	C:/My%20Web%20Sites/vet/npcvet.files.wordpress.com/2020/11/gettyimages-91933192-612x612-1.jpg	(from https://npcvet.wordpress.com/)
22:24:36	24042/24042	U-----	200	untouched ('')	application/javascript	etag:W/%225e8609cc-5dea%22	http://0.gravatar.com/js/gprofiles.js?ver=202047y	C:/My%20Web%20Sites/vet/0.gravatar.com/js/gprofiles88bc.js	(from https://npcvet.wordpress.com/)
22:24:36	41641/41641	U-----	200	untouched ('')	image/jpeg	date:Sat,%2014%20Nov%202020%2016:54:09%20GMT	https://npcvet.files.wordpress.com/2020/11/gettyimages-106491630-612x612-1.jpg	C:/My%20Web%20Sites/vet/npcvet.files.wordpress.com/2020/11/gettyimages-106491630-612x612-1.jpg	(from https://npcvet.wordpress.com/)
22:24:36	37617/37617	U-----	200	untouched ('')	image/jpeg	date:Mon,%2016%20Nov%202020%2015:58:41%20GMT	https://npcvet.files.wordpress.com/2020/11/gettyimages-148198349-612x612-1.jpg	C:/My%20Web%20Sites/vet/npcvet.files.wordpress.com/2020/11/gettyimages-148198349-612x612-1.jpg	(from https://npcvet.wordpress.com/)
22:24:36	31206/31206	U-----	200	untouched ('')	image/jpeg	date:Sat,%2014%20Nov%202020%2021:13:57%20GMT	https://npcvet.files.wordpress.com/2020/11/gettyimages-148198316-612x612-1.jpg	C:/My%20Web%20Sites/vet/npcvet.files.wordpress.com/2020/11/gettyimages-148198316-612x612-1.jpg	(from https://npcvet.wordpress.com/)
22:24:36	582/582	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225c066ea7-2f0%22	https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1380573781h	C:/My%20Web%20Sites/vet/s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoc3b6.js	(from https://npcvet.wordpress.com/)
22:25:09	60433/60433	U-----	200	untouched ('OK')	text/css	etag:W/%225fa4670e-ec11%22	https://s0.wp.com/_static/??/wp-content/mu-plugins/jetpack/_inc/blocks/slideshow/view.css,/wp-content/plugins/gutenberg-blocks/jetpack-layout-grid/blocks/front.css?m=1604609774j&cssminify=yes	C:/My%20Web%20Sites/vet/s0.wp.com/_static/indexdd1b.html	(from https://npcvet.wordpress.com/)
22:25:12	12042/12042	U--MCZ	200	updated ('OK')	text/css	etag:W/%225f88539e-376b%22	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.css?v=20201002	C:/My%20Web%20Sites/vet/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar61ea.css	(from https://npcvet.wordpress.com/)
22:25:13	15569/15569	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225f88539e-4f45%22	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20201002	C:/My%20Web%20Sites/vet/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar61ea.js	(from https://npcvet.wordpress.com/)
22:25:13	7987/7987	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225dcad0b1-1f33%22	https://s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?m=1573572739h&ver=3.0.0	C:/My%20Web%20Sites/vet/s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min9853.js	(from https://npcvet.wordpress.com/)
22:25:45	353/353	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225c066ea3-161%22	https://s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?m=1540208548h&ver=3.42.0	C:/My%20Web%20Sites/vet/s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.minf99f.js	(from https://npcvet.wordpress.com/)
22:25:48	888/888	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225e834fbd-378%22	https://s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min.js?m=1585663916h&ver=3.42.0	C:/My%20Web%20Sites/vet/s0.wp.com/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min9c36.js	(from https://npcvet.wordpress.com/)
22:25:49	47085/47085	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225e834fbd-b7ed%22	https://s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?m=1585663916h&ver=3.6.4	C:/My%20Web%20Sites/vet/s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-url.min67f7.js	(from https://npcvet.wordpress.com/)
22:25:52	346/346	U--MCZ	200	updated ('OK')	text/plain	date:Mon,%2016%20Nov%202020%2022:25:13%20GMT	https://s0.wp.com/robots.txt		(from https://npcvet.wordpress.com/)
22:25:52	148310/148310	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225f96ca46-8475f%22	https://s0.wp.com/wp-content/plugins/gutenberg-core/9.2.2/vendor/lodash.ec373016.js?m=1599596311h&ver=4.17.19	C:/My%20Web%20Sites/vet/s0.wp.com/wp-content/plugins/gutenberg-core/9.2.2/vendor/lodash.ec373016e7c4.js	(from https://npcvet.wordpress.com/)
22:25:53	13423/13423	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225e6029bb-4e62%22	http://stats.wp.com/w.js?61	C:/My%20Web%20Sites/vet/stats.wp.com/w7f39.js	(from https://npcvet.wordpress.com/)
22:26:10	43/43	U-----	200	untouched ('')	image/gif	date:Mon,%2016%20Nov%202020%2022:21:16%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/vet/pixel.wp.com/b0b80.gif	(from https://npcvet.wordpress.com/)
22:26:20	7165/7165	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225c6c4809-1bfd%22	https://s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?m=1550600082h&ver=3.0.12	C:/My%20Web%20Sites/vet/s1.wp.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.min52a8.js	(from https://npcvet.wordpress.com/)
22:26:23	417/417	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225c0172a3-1a1%22	https://s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?m=1540208548h&ver=2.0.2	C:/My%20Web%20Sites/vet/s2.wp.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min5eac.js	(from https://npcvet.wordpress.com/)
22:26:37	174/174	U--MCZ	200	updated ('OK')	text/javascript	date:Mon,%2016%20Nov%202020%2022:25:52%20GMT	https://npcvet.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/vet/npcvet.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://npcvet.wordpress.com/)
22:26:41	125643/125643	U-----	200	untouched ('')	application/javascript	etag:W/%225ce2a2b4-1eacb%22	https://s0.wp.com/_static/??/wp-includes/js/jquery/jquery.js,/wp-content/js/mobile-useragent-info.js,/wp-content/themes/pub/twentysixteen/js/html5.js?m=1558356653j	C:/My%20Web%20Sites/vet/s0.wp.com/_static/index03c0.html	(from https://npcvet.wordpress.com/about/)
22:27:08	17784/17784	U-----	200	untouched ('')	image/jpeg	date:Sat,%2014%20Nov%202020%2021:37:15%20GMT	https://npcvet.files.wordpress.com/2020/11/gettyimages-1162639219-612x612-4.jpg?w=612	C:/My%20Web%20Sites/vet/npcvet.files.wordpress.com/2020/11/gettyimages-1162639219-612x612-4e7c0.jpg	(from https://npcvet.wordpress.com/about/)
22:27:15	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2016%20Nov%202020%2022:26:23%20GMT	https://npcvet.wordpress.com/about/?share=twitter	C:/My%20Web%20Sites/vet/npcvet.wordpress.com/about/index9a7b.html	(from https://npcvet.wordpress.com/about/)
22:27:28	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2016%20Nov%202020%2022:26:37%20GMT	https://npcvet.wordpress.com/about/?share=facebook	C:/My%20Web%20Sites/vet/npcvet.wordpress.com/about/index5a58.html	(from https://npcvet.wordpress.com/about/)
22:27:29	37192/37192	U-----	200	untouched ('')	image/jpeg	date:Mon,%2016%20Nov%202020%2016:14:16%20GMT	https://npcvet.files.wordpress.com/2020/11/ooooo-2.jpg?w=612	C:/My%20Web%20Sites/vet/npcvet.files.wordpress.com/2020/11/ooooo-2e7c0.jpg	(from https://npcvet.wordpress.com/our-services/)
22:28:02	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2016%20Nov%202020%2022:27:08%20GMT	https://npcvet.wordpress.com/our-services/?share=twitter	C:/My%20Web%20Sites/vet/npcvet.wordpress.com/our-services/index9a7b.html	(from https://npcvet.wordpress.com/our-services/)
22:28:07	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2016%20Nov%202020%2022:27:15%20GMT	https://npcvet.wordpress.com/our-services/?share=facebook	C:/My%20Web%20Sites/vet/npcvet.wordpress.com/our-services/index5a58.html	(from https://npcvet.wordpress.com/our-services/)
22:28:09	59059/59059	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225f311c0d-e6b3%22	https://s0.wp.com/wp-includes/js/dist/vendor/moment.min.js?m=1597053958h	C:/My%20Web%20Sites/vet/s0.wp.com/wp-includes/js/dist/vendor/moment.min41ce.js	(from https://npcvet.wordpress.com/contact-us/)
22:28:21	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2016%20Nov%202020%2022:27:30%20GMT	https://npcvet.wordpress.com/contact-us/?share=facebook	C:/My%20Web%20Sites/vet/npcvet.wordpress.com/contact-us/index5a58.html	(from https://npcvet.wordpress.com/contact-us/)
22:28:21	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2016%20Nov%202020%2022:27:28%20GMT	https://npcvet.wordpress.com/contact-us/?share=twitter	C:/My%20Web%20Sites/vet/npcvet.wordpress.com/contact-us/index9a7b.html	(from https://npcvet.wordpress.com/contact-us/)
22:28:24	117976/117976	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225f96ca46-1cf80%22	https://s1.wp.com/wp-content/plugins/gutenberg-core/9.2.2/vendor/react-dom.min.de439aae.js?m=1599596311h	C:/My%20Web%20Sites/vet/s1.wp.com/wp-content/plugins/gutenberg-core/9.2.2/vendor/react-dom.min.de439aaeb950.js	(from https://npcvet.wordpress.com/contact-us/)
22:28:33	3626/3626	U-----	200	untouched ('OK')	text/css	etag:W/%225f43a6ea-e2a%22	https://s2.wp.com/_static/??/wp-content/mu-plugins/grunion-contact-form/css/grunion.css,/wp-content/mu-plugins/jetpack/_inc/blocks/map/view.css?m=1598268841j&cssminify=yes	C:/My%20Web%20Sites/vet/s2.wp.com/_static/index6ef0.html	(from https://npcvet.wordpress.com/contact-us/)
22:28:45	12195/12195	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225f96ca46-30af%22	https://s1.wp.com/wp-content/plugins/gutenberg-core/9.2.2/vendor/react.min.e713ea3b.js?m=1599596311h	C:/My%20Web%20Sites/vet/s1.wp.com/wp-content/plugins/gutenberg-core/9.2.2/vendor/react.min.e713ea3bb950.js	(from https://npcvet.wordpress.com/contact-us/)
22:28:57	1742/1742	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225f96ca46-6ce%22	https://s1.wp.com/wp-content/plugins/gutenberg-core/9.2.2/build/escape-html/index.js?m=1603192665h	C:/My%20Web%20Sites/vet/s1.wp.com/wp-content/plugins/gutenberg-core/9.2.2/build/escape-html/index785f.js	(from https://npcvet.wordpress.com/contact-us/)
22:29:00	13476/13476	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225f96ca46-34a4%22	https://s2.wp.com/wp-content/plugins/gutenberg-core/9.2.2/build/element/index.js?m=1603192665h&ver=6190ab4c4330646a90dbdcacdf9d83ca	C:/My%20Web%20Sites/vet/s2.wp.com/wp-content/plugins/gutenberg-core/9.2.2/build/element/index72f4.js	(from https://npcvet.wordpress.com/contact-us/)
22:29:02	642060/642060	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225f96ca46-9d07f%22	https://s2.wp.com/wp-content/plugins/gutenberg-core/9.2.2/build/components/index.js?m=1603192665h&ver=a147b420331e5c67fdfedf5baa142934	C:/My%20Web%20Sites/vet/s2.wp.com/wp-content/plugins/gutenberg-core/9.2.2/build/components/index32fb.js	(from https://npcvet.wordpress.com/contact-us/)
22:29:02	47776/47776	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225f96ca46-baa0%22	https://s2.wp.com/wp-content/plugins/gutenberg-core/9.2.2/build/rich-text/index.js?m=1603192665h&ver=8d59a7d6c5f9c1de696a76842e3c351e	C:/My%20Web%20Sites/vet/s2.wp.com/wp-content/plugins/gutenberg-core/9.2.2/build/rich-text/indexbb13.js	(from https://npcvet.wordpress.com/contact-us/)
22:29:02	2789/2789	U--MCZ	200	updated ('OK')	application/javascript	etag:W/%225f96ca46-ae5%22	https://s1.wp.com/wp-content/plugins/gutenberg-core/9.2.2/build/warning/index.js?m=1603192665h	C:/My%20Web%20Sites/vet/s1.wp.com/wp-content/plugins/gutenberg-core/9.2.2/build/warning/index785f.js	(from https://npcvet.wordpress.com/contact-us/)
22:29:02	346/346	U--MCZ	200	updated ('OK')	text/plain	date:Mon,%2016%20Nov%202020%2022:29:00%20GMT	https://s2.wp.com/robots.txt		(from https://npcvet.wordpress.com/contact-us/)
